CustomerID,Recency,Frequency,Monetary,cluster
12346.0,1.6615352686235332,-2.299177937035025,-0.8381241077841668,1
12747.0,-1.800529095901257,0.7550446640862164,1.5104656609737548,2
12748.0,0.46182465762017044,0.5064319755849168,0.611710099093549,0
12749.0,-1.6510712522102386,1.3285867589088547,1.4914508442833143,2
12820.0,-1.6510712522102386,0.28853502684748356,0.31602592433055554,2
12821.0,1.2462287594934671,-1.4025843704758783,-1.88330249611908,1
12822.0,0.2595881708279145,0.08596385371872843,0.32162940448066124,0
12823.0,0.3046252485152509,-1.5163152688266495,0.8349524906110646,0
12824.0,0.1235630267214431,-0.3938738150067566,-0.4520717435003926,3
12826.0,-1.800529095901257,0.6498203905307677,0.6911445105898368,2
12827.0,-1.4291289334511545,-0.3938738150067566,-0.3790675603482106,3
12828.0,-1.800529095901257,0.24575619663394163,0.382091528804376,2
12829.0,1.6957779660815273,-0.9971495864031907,-0.7367884055834424,1
12830.0,-0.22862988271070547,-0.06696959896537212,1.864978989674648,0
12831.0,1.4440366426989208,-1.1356574322914186,-1.0338260133866501,1
12832.0,-0.3326086565971666,-0.3346749159418921,-0.4859803793369155,3
12833.0,0.8827363748152524,-0.42510530420084275,-0.40615095286704195,1
12834.0,1.5174812948473415,-0.6417402574795081,-0.676163910114337,1
12836.0,0.1235630267214431,1.2148179480438497,1.1487233554198177,2
12837.0,1.044894004365749,-0.9358960435274891,-1.5018713595385647,1
12838.0,-0.3107899438403918,0.9072650011280872,0.03736530143272247,0
12839.0,-1.800529095901257,1.7394836659350188,1.72234694096843,2
12840.0,0.8701685386708686,0.8343111513652455,1.1821458963732092,0
12841.0,-1.530604553485709,2.0073513632165834,1.479128045103827,2
12842.0,0.2595881708279145,-0.15494008017973954,0.4615700657878454,0
12843.0,0.20015608352294073,0.7550446640862164,0.8083900564958607,0
12844.0,-0.40161592814042735,0.1852839273544192,-0.6357680640703243,3
12845.0,1.4628313411329348,-0.3346749159418921,-0.5589240285392151,1
12847.0,-0.5888487871221425,0.6498203905307677,0.24873849400142067,0
12849.0,-0.354996477002478,0.16949290989165477,0.408398220591913,0
12851.0,0.5210240476500317,0.15341249448349067,-1.4928596792464919,1
12852.0,1.559456648631248,-0.6840306007272392,-0.6791876221293268,1
12853.0,0.8117093310907864,0.520070524189748,0.9206098139248321,0
12854.0,0.34766598079568517,0.8112440280468115,0.602317735952139,0
12855.0,0.8249803122472046,-1.8108408968821892,-0.9694845199479133,1
12856.0,-1.2632415877374628,1.7394836659350188,1.0067889629352262,2
12857.0,1.2280981267595459,0.08596385371872843,0.4518792947782377,0
12863.0,0.02550312074375137,-1.5163152688266495,-0.20420139621181455,3
12864.0,0.8380877152897014,-1.8108408968821892,-1.4099599420162623,1
12867.0,-0.4767570622811818,2.238969583439125,1.4810082687637114,2
12868.0,1.1076648003624128,0.7875805236014664,0.7611196971785218,0
12871.0,0.408877692792432,-0.9971495864031907,-0.4915626606236769,1
